event_id	username	verb	starttime	endtime	object	target	location	context	originalrequest	timestamp
116786	tdbuyser	commented	2013-05-06T10:14:06Z	(null) 	http://lpg13.wordpress.com/2013/05/02/iteration-3-solutions/comment-page-1/#comment-117	(null)	(null)	chikul13	<p>We also recommend people to access our web-app through the mobile phone, because it doesn&#8217;t have to same intended layout on a laptop. I guess there are solutions to scale the app with the resolution of the screen of the person that is using your app, but we gave it a low priority to implement <img src='https://s0.wp.com/wp-includes/images/smilies/icon_smile.gif' alt=':-)' class='wp-smiley' /> </p> 	2013/05/06 10:17:56 AM
116790	tdbuyser	commented	2013-05-06T10:23:06Z	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-86	(null)	(null)	chikul13	<p>We also use our own database to store votes and information about the &#8216;frituren&#8217; in Leuven. It&#8217;s some effort to implement it with, for example, php. An advantage of this: it is also possible to track the all the activities of a user by just adding a row in a logger table (and you can use yourself which activities you want to log and which not..)</p> 	2013/05/06 10:33:09 AM
116791	tdbuyser	commented	2013-05-06T10:30:27Z	(null) 	http://hatchi13.wordpress.com/2013/04/28/live/comment-page-1/#comment-94	(null)	(null)	chikul13	<p>Just wondering: what are the preconditions to publish an app in the appstore? I guess that not every request to join the appstore is approved?</p> 	2013/05/06 10:33:12 AM
116854	Sven Charleer	commented	2013-05-06T11:31:39Z	(null) 	http://igchi.wordpress.com/2013/05/04/enhancing-last-fm-shouts/comment-page-1/#comment-82	(null)	(null)	chikul13	Be sure to get an app working that you can evaluate asap, you&#8217;ll want to test your app with users and iterate&#8230;</p> 	2013/05/06 11:33:53 AM
116954	dvargemidis	commented	2013-05-06T13:58:36Z	(null) 	http://hatchi13.wordpress.com/2013/04/28/live/comment-page-1/#comment-95	(null)	(null)	chikul13	<p>@Tom<br /> Everyone is allowed to develop his own app, but not every app gets approved by Apple to be published in the store. There are quite some guidelines for publishing an app, but considering the type of app we&#8217;re releasing, it&#8217;s not much of a problem.</p> <p>This is what Apple says about it: &#8220;We review all apps to ensure they are reliable, perform as expected, and are free of offensive material. Before submitting your new or updated apps for review, check out the latest App Store Review Guidelines and Mac App Store Review Guidelines.&#8221;</p> 	2013/05/06 02:05:43 PM
116998	benjaminwtv	commented	2013-05-06T14:57:41Z	(null) 	http://hatchi13.wordpress.com/2013/04/28/live/comment-page-1/#comment-96	(null)	(null)	chikul13	<p>@Tom You also have to be registered as Apple Developer and you must join the iOS Developer Program (which is not free).</p> 	2013/05/06 03:06:32 PM
117055	Gert van Wijn	commented	2013-05-06T16:11:00Z	(null) 	http://hatchi13.wordpress.com/2013/04/28/live/comment-page-1/#comment-97	(null)	(null)	chikul13	<p>did one of you guys already have an Apple Developer account or did you buy it just for this course ?</p> 	2013/05/06 04:22:43 PM
117071	benjaminwtv	commented	2013-05-06T16:42:30Z	(null) 	http://hatchi13.wordpress.com/2013/04/28/live/comment-page-1/#comment-98	(null)	(null)	chikul13	<p>Both Willem and I already have an Apple Developer account. It would be quite expensive to buy one just for this course. <img src='https://s0.wp.com/wp-includes/images/smilies/icon_smile.gif' alt=':)' class='wp-smiley' /> </p> 	2013/05/06 04:53:11 PM
117116	dvargemidis	commented	2013-05-06T17:35:34Z	(null) 	http://lpg13.wordpress.com/2013/05/02/iteration-3-solutions/comment-page-1/#comment-118	(null)	(null)	chikul13	<p>I don&#8217;t believe there are many solutions to fully clarify the Explore function. However, to me, the explanation added is clear, but the arrow somehow encourages me to click the &#8216;Places&#8217; button instead of typing something to start a search.</p> <p>Just thinking of this alternative on the fly, but if you&#8217;d substitute &#8216;Search&#8230;&#8217; of the search field with a short explanation, maybe that could work too&#8230;</p> 	2013/05/06 05:38:45 PM
117152	dvargemidis	commented	2013-05-06T18:09:58Z	(null) 	http://igchi.wordpress.com/2013/05/01/status-update/comment-page-1/#comment-83	(null)	(null)	chikul13	Good decision to develop for something you have experience with as it will help speed up the development/programming process.</p> <p>I think it&#8217;s still a lot of work for one person to do everything we&#8217;re supposed to do for this course, but I hope your situation will be taken into account at the end of the semester.</p> <p>But in the end quality is more important than quantity; better one or two good iterations than four that aren&#8217;t.</p> 	2013/05/06 06:24:30 PM
117243	Joris Schelfaut	commented	2013-05-06T19:39:12Z	(null) 	http://igchi.wordpress.com/2013/05/01/status-update/comment-page-1/#comment-86	(null)	(null)	chikul13	"haha, yeh, if you make the new account, you can add the account I made here: <a href=""http://www.last.fm/user/soundsuggest"" rel=""nofollow"">http://www.last.fm/user/soundsuggest</a></p> "	2013/05/06 07:40:40 PM
117259	Joris Schelfaut	commented	2013-05-06T19:52:07Z	(null) 	http://igchi.wordpress.com/2013/05/04/enhancing-last-fm-shouts/comment-page-1/#comment-88	(null)	(null)	chikul13	"JSON can be understood as a way of textually representing a JavaScript object: within the brackets { } the attributes of the object are listed with corresponding values. An attribute can be defined easily by a string followed by colon, followed by a value. This value is either another object, an array of values (between square brackets), a string, a numeric value, or boolean. In conclusion an object could look like this:<br /> { some_array : [ ""value1"", ""value2"" ], istrue : false, somenumber : 10, sometext : &#8220;hello world&#8221; }</p> <p>It may be a bit vague like this, but it&#8217;s not that complicated once you&#8217;ve started to use it. For more, see <a href=""http://www.json.org/"" rel=""nofollow"">http://www.json.org/</a></p> "	2013/05/06 07:55:53 PM
117198	dvargemidis	commented	2013-05-06T18:53:43Z	(null) 	http://chimovez.wordpress.com/2013/05/04/test-iteration-3-digital-prototype/comment-page-1/#comment-42	(null)	(null)	chikul13	<p>Both Joris and Gert make a good point. I also think it&#8217;s easier and quicker to understand &#8216;show incoming&#8217; instead of &#8216;hide incoming&#8217;, so I agree with your conclusion.</p> <p>As a side note, the &#8216;numbering&#8217; system in this post strikes me a bit as weird: there is no &#8216;R3.1&#8242; and I expected result &#8216;R3.3&#8242; to be found in the results section rather than the conclusion section.</p> 	2013/05/06 06:55:02 PM
117179	pj_verbruggen	commented	2013-05-06T18:50:23Z	(null) 	http://lpg13.wordpress.com/2013/05/02/iteration-3-solutions/comment-page-1/#comment-120	(null)	(null)	chikul13	<p>I couldn&#8217;t agree more with this post. The info bar is really a great idea, No way that a user is still confused now <img src='https://s0.wp.com/wp-includes/images/smilies/icon_smile.gif' alt=':)' class='wp-smiley' /><br /> And as you say so yourself you are developing an app for smartphones which makes the second problem a non-issue.</p> 	2013/05/06 06:54:51 PM
117180	pj_verbruggen	commented	2013-05-06T18:45:38Z	(null) 	http://lpg13.wordpress.com/2013/05/02/iteration-3-testing-the-digital-prototype-again/comment-page-1/#comment-119	(null)	(null)	chikul13	<p>If you want to check whether a new lay our is more clear, you could perhaps show the test person what you did and ask which lay-out she/he prefers? I agree that this is not possible for the people who tested it on their own but if you really take a test with a person I think you should make more use of specific question instead of general remarks.</p> 	2013/05/06 06:54:51 PM
117181	pj_verbruggen	commented	2013-05-06T18:54:51Z	(null) 	http://igchi.wordpress.com/2013/05/01/status-update/comment-page-1/#comment-84	(null)	(null)	chikul13	Wow, that sucks.. But brave that you are continuing this course, and I notice you have made a lot of posts so you are definitely going for it <img src='https://s0.wp.com/wp-includes/images/smilies/icon_smile.gif' alt=':)' class='wp-smiley' /> ! I will make a last.fm account tomorrow. We already made like 6 new accounts for this course so one more should not be a problem <img src='https://s1.wp.com/wp-includes/images/smilies/icon_wink.gif' alt=';)' class='wp-smiley' /> !</p> 	2013/05/06 06:54:59 PM
117206	Sander Voeten	commented	2013-05-06T19:08:44Z	(null) 	http://chimovez.wordpress.com/2013/05/04/test-iteration-3-digital-prototype/comment-page-1/#comment-44	(null)	(null)	chikul13	<p>You&#8217;re totally right with the R&#8217;s and P&#8217;s numbering. The P is for a problem and the R is a result but not a real problem.</p> 	2013/05/06 07:10:16 PM
117205	pj_verbruggen	commented	2013-05-06T19:00:21Z	(null) 	http://igchi.wordpress.com/2013/05/04/enhancing-last-fm-shouts/comment-page-1/#comment-85	(null)	(null)	chikul13	You did a lot of work in the last few days, so well done. I really know nothing about JSON so no comment there. Let us know if we can test your app because recommending music is definitely something I would use! And although a lot of app&#8217;s could do that, your integration with last.fm makes it significantly better!</p> 	2013/05/06 07:10:12 PM
117207	pj_verbruggen	commented	2013-05-06T19:05:09Z	(null) 	http://chimovez.wordpress.com/2013/05/04/test-iteration-3-digital-prototype/comment-page-1/#comment-43	(null)	(null)	chikul13	<p>I also agree with the previous comments. I see that you choose for the think aloud method and some tasks, but I miss a motivation of this choice.. I also think it should be possible to share a location with one click so maybe you can add this option in the upper right on the interactions page?</p> 	2013/05/06 07:10:16 PM
117225	dvargemidis	commented	2013-05-06T19:20:18Z	(null) 	http://hatchi13.wordpress.com/2013/05/05/iteration3/comment-page-1/#comment-101	(null)	(null)	chikul13	<p>Thanks! We&#8217;re hoping to conduct some more tests tomorrow, so you&#8217;re definately more than welcome to test our app.</p> 	2013/05/06 07:25:25 PM
117226	pj_verbruggen	commented	2013-05-06T19:12:25Z	(null) 	http://hatchi13.wordpress.com/2013/05/05/iteration3/comment-page-1/#comment-100	(null)	(null)	chikul13	<p>I think your app looks very mature already, it&#8217;s a shame that it can only be used on the iphone. The function to make a extra search on the internet is a good example of how the &#8216;best&#8217; feature does not have to do something complex. The blog post is again very good, everything is well motivated and there is a clear separation between results and conclusions.<br /> Make sure to find me if you want to do another test tomorrow because I want to try this out!</p> 	2013/05/06 07:25:25 PM
117227	dvargemidis	commented	2013-05-06T19:15:05Z	(null) 	http://teamschi.wordpress.com/2013/04/13/iteration-3/comment-page-1/#comment-55	(null)	(null)	chikul13	<p>I agree with this, it&#8217;s rather hard to understand the problems due to the lack of screenshots. Aside from the end presentation, it&#8217;s also important to have a fast way to compare all iterations to each other and be able to see the overall evolution.</p> 	2013/05/06 07:25:30 PM
117260	Joris Schelfaut	commented	2013-05-06T19:40:52Z	(null) 	http://igchi.wordpress.com/2013/05/01/status-update/comment-page-1/#comment-87	(null)	(null)	chikul13	Roger that!</p> 	2013/05/06 07:55:53 PM
117306	Gert van Wijn	commented	2013-05-06T20:58:07Z	(null) 	http://lpg13.wordpress.com/2013/05/02/iteration-3-solutions/comment-page-1/#comment-121	(null)	(null)	chikul13	<p>Good idea ! We&#8217;ll try that out for sure !</p> 	2013/05/06 09:11:52 PM
117489	dvargemidis	commented	2013-05-07T01:06:34Z	(null) 	http://chinterest.wordpress.com/2013/05/06/prototype-4/comment-page-1/#comment-87	(null)	(null)	chikul13	<p>Don&#8217;t know if I&#8217;ve seen all apps, but if I&#8217;m not mistaken you&#8217;re the only ones that mention the user&#8217;s login name. It may seem redundant at first as I know what&#8217;s my login name, but somehow it makes it more personal, so I think it was a great decision to show the login name.</p> <p>I also really like the search function. Most search functions have a set minimal number of characters a search should have, but with RecoTweet you can even search for messages containing only an exclamation mark (&#8216;!&#8217;). It&#8217;s only too bad that user names, urls and tags aren&#8217;t included in the search. It could be useful to search for all urls containing &#8216;youtube&#8217; for instance.</p> <p>I got a few remarks after using the app:<br /> - Right now it&#8217;s not much of a problem as there aren&#8217;t many recommendations, but it requires more scrolling to read new messages as new ones are added at the bottom of the list.<br /> - There isn&#8217;t some kind of suggestion list or autocompletion when typing the user name of whom you want to sent your recommendation to; it forces the user to learn the exact way a user name is written by heart.<br /> - The links aren&#8217;t working at the moment; don&#8217;t know for sure if it&#8217;s a small bug or just something that needs to be implemented.<br /> - Since you&#8217;re using a standalone/independent login system, maybe you should provide a tool of some sorts for people who&#8217;ve forgotten their passwords. (I created an account a week ago and almost forgot mine when logging in now&#8230;)</p> <p>Overall, I like the app. To me, it&#8217;s main functions are clear and it&#8217;s quite easy to use. Keep up the good work!</p> 	2013/05/07 01:15:31 AM
117838	pj_verbruggen	commented	2013-05-07T08:39:17Z	(null) 	http://chinterest.wordpress.com/2013/05/06/prototype-4/comment-page-1/#comment-88	(null)	(null)	chikul13	<p>Thanks for the comment! </p> <p>- The remark of the messages is definitely true, we should order them the other way around, we will look into this.<br /> - It&#8217;s true that you know need to know the user by heart. But auto-completion does not scale very well in our scenario. With Facebook it works because it&#8217;s a environment of friends, but here it is more like Twitter; the explore functionality is central, and therefore I think auto-completion is not a good idea.<br /> - Indeed, the links are not working, we will fix this soon!<br /> - Account recovery is definitely a must-have feature but less important for the GUI, so we will put it on the list and see if we get to it.</p> 	2013/05/07 08:51:20 AM
117931	gill_vdb	commented	2013-05-07T10:50:36Z	(null) 	http://lpg13.wordpress.com/2013/05/02/iteration-3-solutions/comment-page-1/#comment-123	(null)	(null)	chikul13	<p>I like the places button a lot! However maybe you can change it&#8217;s name to recommended places? So you don&#8217;t have to display the text under it.</p> 	2013/05/07 10:52:46 AM
117948	gill_vdb	commented	2013-05-07T10:53:49Z	(null) 	http://chiconcarne.wordpress.com/2013/04/30/presentation-on-first-digital-prototype-evaluation/comment-page-1/#comment-39	(null)	(null)	chikul13	<p>I&#8217;m still not really convinced of the naming of the &#8220;stem&#8221; button. It feels like I have to vote for one candidate among many instead of rate a burger joint.</p> 	2013/05/07 11:08:05 AM
117968	gill_vdb	commented	2013-05-07T11:27:53Z	(null) 	http://chimovez.wordpress.com/2013/05/03/solutions-for-iteration-1-paper-prototype/comment-page-1/#comment-45	(null)	(null)	chikul13	<p>I&#8217;m not really sure if the colored arrows are a good way of indicating incoming and outgoing interactions, it wasn&#8217;t very clear to me. Also I don&#8217;t really get why the usage of those colors will make it more clear if it&#8217;s an outgoing or incoming interaction for the same reasons Gert and Thomas said.</p> 	2013/05/07 11:38:30 AM
117964	gill_vdb	commented	2013-05-07T11:13:15Z	(null) 	http://chinterest.wordpress.com/2013/05/06/prototype-4/comment-page-1/#comment-89	(null)	(null)	chikul13	<p>I don&#8217;t really see the point of a login name, you already have limited space on a smartphone screen so I think adding the user&#8217;s name will just clutter it up. Also a smartphone is more personal than a pc so the chance somebody else will want to login is very small.</p> 	2013/05/07 11:23:12 AM
118060	simonchuptys	commented	2013-05-07T13:10:37Z	(null) 	http://igchi.wordpress.com/2013/05/04/enhancing-last-fm-shouts/comment-page-1/#comment-89	(null)	(null)	chikul13	I agree with pjverbruggen: I think this concept is really nice. Can&#8217;t wait to test your app!</p> 	2013/05/07 01:24:48 PM
118182	Alex Witteveen	commented	2013-05-07T15:58:26Z	(null) 	http://chiconcarne.wordpress.com/2013/04/30/presentation-on-first-digital-prototype-evaluation/comment-page-1/#comment-40	(null)	(null)	chikul13	<p>We eventually ended up changing the button. &#8216;Stem&#8217; is replaced by &#8216; Beoordeel Frituur&#8217;</p> 	2013/05/07 04:12:05 PM
118199	simonchuptys	commented	2013-05-07T16:22:48Z	(null) 	http://chinterest.wordpress.com/2013/05/02/iteration-3/comment-page-1/#comment-90	(null)	(null)	chikul13	<p>Since this iteration went so smoothly, it proves that it was a very good idea to strip the application to its core functionalities. Also, using SUS (which gave you an incredibly good result) is something i think we&#8217;l be using as well. Since you got these good results, it probably isn&#8217;t very useful to further test the current functionalities. Adding new ones at this stage thus is definitely a good idea.</p> 	2013/05/07 04:27:12 PM
118449	peterbosmanspb	commented	2013-05-07T21:29:56Z	(null) 	http://chinterest.wordpress.com/2013/05/06/prototype-4/comment-page-1/#comment-91	(null)	(null)	chikul13	<p>First of all, I like the app. It is simple. Only a few buttons and the meaning of it was very clear to me.<br /> But I also have some remarks:</p> <p>- During the creation of an account, it was a bit weird that you didn&#8217;t have to repeat your password. Normally you have to enter your password twice. Personally I find it safer to let the user repeat its password, because if he/she makes a mistake without noticing it, the password is saved wrongly. This could be avoided by repeating the password.</p> <p>- When a user has created a new account, the login screen appears again. Maybe it would be better to log in that newly created user automatically after pressing the &#8220;sign up&#8221;-button? I think when a user creates an account, he/she wants to use the app right away.</p> <p>- This is just a small detail, but the error message, which appear when entering a faulty username or password, could be unclear to users who don&#8217;t know what a database is.</p> <p>- Showing the login name of the user is a good idea. I agree with Dimitri Vargemidis that it makes it more personal.</p> 	2013/05/07 09:31:38 PM
118542	pj_verbruggen	commented	2013-05-07T23:17:10Z	(null) 	http://chinterest.wordpress.com/2013/05/06/prototype-4/comment-page-1/#comment-92	(null)	(null)	chikul13	<p>The remark that a smartphone is more personal and therefore the username is not necessary is valid. However the username does not require extra space, each page has a heading by default. The user name is also only visible in the homescreen where space is not an issue so I cannot agree with this argument. Thanks for the comment!</p> 	2013/05/07 11:18:13 PM
118559	pj_verbruggen	commented	2013-05-07T23:27:19Z	(null) 	http://chinterest.wordpress.com/2013/05/06/prototype-4/comment-page-1/#comment-93	(null)	(null)	chikul13	<p>- Repeating the password is a good idea, it was also my comment on Pinterest so I couldn&#8217;t agree with you more.<br /> - We will look into the option of loggin in a person after signing up, Though I think it often is done in 2 steps on other websites too.<br /> - Although a small detail I appreciate this comment the most, a database is not a user-friendly word! This will definitely be changed.<br /> Thanks for the comments!</p> 	2013/05/07 11:33:25 PM
119353	dvargemidis	commented	2013-05-08T14:21:06Z	(null) 	http://teamtgv.wordpress.com/2013/05/07/iteration-3-first-digital-prototype/comment-page-1/#comment-39	(null)	(null)	chikul13	<p>At first, the post&#8217;s structure struck me a bit as weird, but it&#8217;s actually a nice and different approach to report about each test seperately. However, due to the brevity of the explanation, not all rationales were clear to me.</p> <p>Also, as you did the transition from paper to digital prototype, I think it&#8217;s important to show a few screenshots of the app.</p> <p>I know it was done by ways of a poll, but in the end it&#8217;s entirely up to you, so I think it was a good decision to use an existing system for users to log in. Somehow, to me, it&#8217;s like an existing system can be trusted a bit more in terms of security of passwords and other personal data.</p> 	2013/05/08 02:35:42 PM
119374	dvargemidis	commented	2013-05-08T14:38:14Z	(null) 	http://jetschi.wordpress.com/2013/04/17/prototype-testing-iteration-3/comment-page-1/#comment-62	(null)	(null)	chikul13	<p>I think that&#8217;s a good point. It&#8217;s no use to keep going on with a certain method if you notice it doesn&#8217;t deliver the kind of results you wanted. For iteration 3, we asksed our users to play around with our app as well, but it turned out pretty good. Maybe you could try to ask them subtly to play around with the app, but to try and use all functionalities without giving any specific tasks. If a certain important function isn&#8217;t found/used, it could indicate that it&#8217;s a bit too well-hidden.</p> 	2013/05/08 02:51:39 PM
119426	dvargemidis	commented	2013-05-08T15:44:34Z	(null) 	http://chiconcarne.wordpress.com/2013/05/08/iteration-4-rating-a-frituur/comment-page-1/#comment-41	(null)	(null)	chikul13	<p>Great blog post, but some screenshots could make it even easier to understand.</p> <p>You&#8217;ve conducted quite a lot of tests, but I wonder, for instance, if the 20th test and on really resulted in a problem no one has found before. Don&#8217;t get me wrong: it&#8217;s cool that you&#8217;ve gotten so many test users; it also gives you more representative poll results, but it could be possible to get the same results with less effort on your end.</p> <p>Also, you&#8217;ve asksed your users to choose between words like &#8216;simple&#8217; and &#8216;complex&#8217; and while it gives you an indication of their opinion, I think it would give you a better idea of their opinion if you&#8217;d use a SUS questionnaire. That way, they could say for instance they agree for 75% that the app is simple. By giving them just two choices, it&#8217;s like it&#8217;s &#8216;all or nothing&#8217;.</p> <p>By the way, I&#8217;ve also tried your app, and it looks really good! I particulary think the colours used in the app really fit the concept.</p> 	2013/05/08 03:52:37 PM
120497	Erik Duval	commented	2013/05/09 12:07:02 PM	(null) 	http://chinterest.wordpress.com/2013/05/09/action-plan/comment-page-1/#comment-94	(null)	(null)	chikul13	<p>I like that you are specific about whom you want to reach and how you want to motivate potential users, as well as that you mention explicit goals in terms of number of people you want to reach&#8230; I look forward to hear how this turns out!</p> 	2013/05/09 12:08:47 PM
120692	Erik Duval	commented	2013-05-09T16:29:48Z	(null) 	http://lpg13.wordpress.com/2013/05/09/getting-more-users/comment-page-1/#comment-124	(null)	(null)	chikul13	<p>Hope this works <img src='https://s1.wp.com/wp-includes/images/smilies/icon_wink.gif' alt=';-)' class='wp-smiley' /> Maybe you could give some indication of how many people and recommendations you hope to collect in this way? Then we can see how reality compares to your hopes <img src='https://s1.wp.com/wp-includes/images/smilies/icon_wink.gif' alt=';-)' class='wp-smiley' /> </p> <p>Good luck!</p> 	2013/05/09 04:43:00 PM
120764	pj_verbruggen	commented	2013-05-09T18:02:51Z	(null) 	http://lpg13.wordpress.com/2013/05/09/getting-more-users/comment-page-1/#comment-125	(null)	(null)	chikul13	<p>Good idea to use different QR codes, if you use bitly and you save the link in your account you can also see interesting statistics. Bitly stores: time, country and source (twitter/facebook/&#8230;)</p> 	2013/05/09 06:17:55 PM
120765	pj_verbruggen	commented	2013-05-09T18:11:08Z	(null) 	http://hatchi13.wordpress.com/2013/05/08/iteration3-solutions/comment-page-1/#comment-105	(null)	(null)	chikul13	<p>Nice blog post. Regarding the extra message that you send for advertisement. It is a very good idea that you check whether the user is already using uAdvise. But maybe an option is that after the recommendation, you add a small text like &#8216;sended with uAdvise&#8217;. People can then still remove it but often they let it as it is. This is the same strategy as is done by Apple with their Ipads where they put &#8216;Sended from my Ipad/Iphone&#8217; after an e-mail. The main advantage is that it requires effort to remove it and it avoids the extra delay of a second message..</p> 	2013/05/09 06:18:01 PM
121695	Gert van Wijn	commented	2013-05-10T13:46:41Z	(null) 	http://lpg13.wordpress.com/2013/05/09/getting-more-users/comment-page-1/#comment-126	(null)	(null)	chikul13	<p>I really have no idea how many new users or recommendations to expect ! I guess a hundred new recommendations would be nice ?</p> 	2013/05/10 01:48:57 PM
123690	Michael Gobbers	commented	2013/05/12 12:06:31 PM	(null) 	http://lpg13.wordpress.com/2013/05/09/getting-more-users/comment-page-1/#comment-127	(null)	(null)	chikul13	<p>Where are you putting up these flyers? I like the idea of using different QR codes. I&#8217;m curious about the results.</p> 	2013/05/12 12:14:36 PM
123906	Erik Duval	commented	2013-05-12T18:17:43Z	(null) 	http://lpg13.wordpress.com/2013/05/09/getting-more-users/comment-page-1/#comment-128	(null)	(null)	chikul13	<p>Even if you &#8216;have no idea&#8217;, it is VERY useful to think for a minute or two about this and then set an explicit goal that you think is realistic. This will help you afterwards to reflect on your experience!</p> 	2013/05/12 06:21:15 PM
124778	benjaminwtv	commented	2013-05-13T16:08:26Z	(null) 	http://lpg13.wordpress.com/2013/05/09/getting-more-users/comment-page-1/#comment-129	(null)	(null)	chikul13	<p>I like the fact that you set up a contest for the users. Hopefully this will attract more people. The multiple QR codes are a very good idea.</p> 	2013/05/13 04:10:13 PM
125252	tommekevdb	commented	2013-05-14T01:46:57Z	(null) 	http://teamtgv.wordpress.com/2013/05/07/iteration-3-first-digital-prototype/comment-page-1/#comment-40	(null)	(null)	chikul13	<p>I thought the structure was clear from the start. The quality of this post was a really big improvement over the previous posts. I do have a bit of a problem with finding those previous tests on your blog. Either I&#8217;m just not looking in the right place, or you modified them in such a way that I no longer recognize them as being the same.</p> <p>I do have a slight problem with the result in test 4 though. Mostly with the exact meaning of those numbers. I was there during the class so I got a vague idea about how it went. As it shows now it looks like there were 36 people, each picking one of the 4 options. I know there aren&#8217;t that many students (about 24 now?) Or did that mean that only only 12 people actually wanted an existing system, and if everyone had to chose, 10 would go for FB, 9 for Gmail? (where there 19 people voting?) So you might need to reword that a little bit to make it clear.</p> 	2013/05/14 01:52:05 AM
125271	tommekevdb	commented	2013-05-14T01:55:54Z	(null) 	http://hatchi13.wordpress.com/2013/05/13/uadvise-updated/comment-page-1/#comment-107	(null)	(null)	chikul13	<p>Too bad there isn&#8217;t a web version of this, since I do not own a smartphone it&#8217;s kinda hard to test this.Was there a specific reason for this choice? Or would you have planned to make a web version later if you had the time to implement both? (same as why we don&#8217;t have a phone version for our app).</p> 	2013/05/14 02:07:24 AM
125560	Sven Charleer	commented	2013-05-14T08:54:43Z	(null) 	http://chiconcarne.wordpress.com/2013/05/08/iteration-4-rating-a-frituur/comment-page-1/#comment-42	(null)	(null)	chikul13	<p>Asking the question explicitly and not asking at all has a huge impact on people&#8217;s response. You&#8217;ve proven this in practice nicely here <img src='https://s1.wp.com/wp-includes/images/smilies/icon_wink.gif' alt=';)' class='wp-smiley' /> </p> <p>About the reaction on the concept being too limited. Get the app out there with little functionality but perfectly working, then built upon it as it grows popularity. Google was quite basic in its early days as well <img src='https://s1.wp.com/wp-includes/images/smilies/icon_wink.gif' alt=';)' class='wp-smiley' /> </p> 	2013/05/14 08:57:44 AM
125579	Sven Charleer	commented	2013-05-14T09:10:17Z	(null) 	http://hatchi13.wordpress.com/2013/05/08/iteration3-solutions/comment-page-1/#comment-108	(null)	(null)	chikul13	<p>Not convinced by how you solved the show/hide own activity in activity stream. One of the other groups has a similar problem with this hide/show feature but they&#8217;ve found a nice solution in the comments.</p> 	2013/05/14 09:12:53 AM
125580	Sven Charleer	commented	2013-05-14T09:12:10Z	(null) 	http://igchi.wordpress.com/2013/05/11/digital-prototype-1-rx-fm/comment-page-1/#comment-98	(null)	(null)	chikul13	Try to get some evaluations done on this prototype so you can get another iteration done asap.</p> 	2013/05/14 09:12:54 AM
125629	apirlot4kul	commented	2013-05-14T10:13:15Z	(null) 	http://chinterest.wordpress.com/2013/05/09/action-plan/comment-page-1/#comment-98	(null)	(null)	chikul13	<p>Hi, I checked it out, so that&#8217;s one from kuleuven :p. I&#8217;ve got one littl remark: when you create a new recotweet it says *=optional at the bottom, this is bit confusing with * being mostly required stuff. I think.. As I said I&#8217;m a bit confused <img src='https://s0.wp.com/wp-includes/images/smilies/icon_smile.gif' alt=':)' class='wp-smiley' /><br /> I really fall for your logo, it really is the coolest logo from all the groups. You should definitely use it to attract people! Like send a mail to people with the raccoon saying: Hi there check this out! Or something&#8230;</p> 	2013/05/14 10:13:37 AM
125581	Sven Charleer	commented	2013-05-14T09:01:49Z	(null) 	http://chimovez.wordpress.com/2013/05/08/applicationbackend/comment-page-1/#comment-46	(null)	(null)	chikul13	<p>Do I understand it correctly that the receiver always receives a message on his wall with a link to the app? Or only the first time if he/she doesn&#8217;t have the app yet?</p> 	2013/05/14 09:12:58 AM
125648	gill_vdb	commented	2013-05-14T10:19:49Z	(null) 	http://teamtgv.wordpress.com/2013/05/07/iteration-3-first-digital-prototype/comment-page-1/#comment-41	(null)	(null)	chikul13	<p>Test 4 consisted of 2 polls: poll 1was if we should use an existing system or use out own. Poll 2 was facebook or google account as the results of poll 1 indicated we should use an existing system.</p> 	2013/05/14 10:28:45 AM
125879	pj_verbruggen	commented	2013-05-14T15:25:54Z	(null) 	http://chinterest.wordpress.com/2013/05/09/action-plan/comment-page-1/#comment-100	(null)	(null)	chikul13	<p>* indeed often means required, we will fix this in our next iteration to be more consistent! Thanks for the compliment about our logo, we will try to use this more actively!</p> 	2013/05/14 03:32:56 PM
125916	Erik Duval	commented	2013-05-14T15:57:43Z	(null) 	http://chinterest.wordpress.com/2013/05/14/action-plan-results/comment-page-1/#comment-101	(null)	(null)	chikul13	<p>That&#8217;s a nice summary of how well different strategies worked to attract users! Maybe you can relate these data to the google analytics of your application?</p> 	2013/05/14 04:03:25 PM
126244	Gert van Wijn	commented	2013-05-14T22:52:18Z	(null) 	http://hatchi13.wordpress.com/2013/04/28/live/comment-page-1/#comment-111	(null)	(null)	chikul13	<p>Indeed, that why I asked ! <img src='https://s0.wp.com/wp-includes/images/smilies/icon_biggrin.gif' alt=':D' class='wp-smiley' /> Awesome that have an account !</p> 	2013/05/14 10:54:47 PM
126697	Sven Charleer	commented	2013-05-15T08:46:25Z	(null) 	http://teamschi.wordpress.com/2013/05/14/official-release/comment-page-1/#comment-57	(null)	(null)	chikul13	<p>Bounce rate is an important one to look at. If you want to dig a bit deeper into google analytics, you can set up a path through your application and get conversion rate graphs. This would also give you nice overviews on where in the process the user gives up (what specific page needs work etc).</p> <p>The evolution screenshots are a nice touch!</p> 	2013/05/15 08:47:57 AM
127006	mercelis	commented	2013-05-15T15:27:06Z	(null) 	http://hatchi13.wordpress.com/2013/05/14/uadvise-the-movie/comment-page-1/#comment-112	(null)	(null)	chikul13	<p>Wow, nice demo, cudos! Can I ask what program you guys used to make that video?</p> 	2013/05/15 03:38:45 PM
